cleaned_comment,Quality,Price,Delivery,Service
sạc bị đểu,-1,-1,-1,-1
"bài 600 mỗi giai_đoạn lớn lên của con là một niềm vui nhỏ mẹ đừng để con phải mặc đồ chật , nóng_nực nhé ! cửa_hàng về mẫu mới cho bé size 6 18kg chất_liệu mềm mịn thấm hút tốt mẫu_mã dễ_thương bé mặc là mê giao hàng hàng toàn_quốc kiểm_tra hàng trước khi nhận",2,-1,1,2
"quá tệ , không như quảng_cáo",0,-1,-1,-1
màu_sắc trắng chất_liệu vải đúng với mô_tả đúng mô_tả sản_phẩm giao hàng nhanh chất vải hơi mỏng không giống như kì_vọng của mik,0,-1,2,-1
"thoáng mát , tốt",2,-1,-1,-1
"hình_ảnh mang tính_chất nhận xu , tài_xế giao hàng hàng không thấy hàng đâu , hỏi thì kêu e ném vào sân sao e biết . có 10k nên không muốn gây khó_khăn",1,-1,1,-1
"sách đẹp và mới , có 2 bìa , bìa ngoài cắt vát góc nên không lo bị quăn . hơi khó_chịu vì góc sách mấy trang đầu và bìa hơi bị cong gập như hình .",2,-1,-1,-1
sách rẻ,-1,2,-1,-1
"chất_liệu vải màu_sắc trắng đúng với mô_tả đúng xinh thée , mà 2 đôi chỉ 15 kaa thui rẻ qa mn ơi . cửa_hàng này uy_tín nên mn yên_tâm mua nhée",1,2,-1,2
dùng được 2 lần thì cháy bôc khói,-1,-1,-1,-1
sản_phẩm_chất_lượng giao hàng hàng nhanh sẽ ủng_hộ tiếp ... .,2,-1,2,-1
goood,-1,-1,-1,-1
các b tự_ý đổi màu khác mà không hỏi mình trước . mình không thích màu trắng sữa,1,-1,-1,-1
tất khá là đẹp mọi người ạ . đôi trắng_trơn hơi trắng sữa đôi viền mới trắng_tinh . đóng_gói chắc_chắn,2,-1,1,-1
"đúng với mô_tả 8 10 chất_lượng sản_phẩm cũng ổn quạt mát , cũng khá mạnh , giá tiền ổn , phù_hợp với mọi người nha",2,1,-1,-1
"đóng_gói kỹ và giao hàng hàng nhanh . tối đặt , sáng hôm sau đã giao hàng hàng đến .",1,-1,2,-1
"đối_tượng sử_dụng trẻ_em mùi hương không chất_lượng sản_phẩm tốt đóng_gói kỹ , giao hàng hàng nhanh chất_lượng tốt ạ , có 2 đầu rất dễ vệ_sinh cho bé , sẽ ủng_hộ thêm",2,2,2,-1
"màu_sắc trắng đúng với mô_tả đúng nè chất_liệu dày_dặn thích lắm á ui đẹp lắm mn ạ chất dày_dặn , cầm lên thích lắm ý đi cũng thích luôn á trời . xuất_sắc luôn . 10 không có nhưng sẽ ủng_hộ cửa_hàng tiếp ạ",0,-1,-1,-1
công_dụng quàng cổ cho bé chất_liệu vải xô chaat lượng tốt . biết vậy đặt mấy vái nữa thôi để lần sau thiếu_gì mua thêm okook . tốt tốt tốt tốt tốt tốt tốt,2,-1,-1,-1
tính_năng nổi_bật hút và chải sạch đúng với mô_tả đúng chất_lượng sản_phẩm dùng thời_gian mới đánh_giá được,2,2,-1,-1
sau khi nhận hàng thì đã lên kg rồi,1,-1,-1,-1
"shipper gọi điện_thoại kêu đơn hàng bị gió thổi bay mất . . trong khi cục hàng to chà_bá ? chắc ổng mang về ổng xài luôn rồi . má , thức khuya mãi mới săn được cái quạt 0đ giờ thg shipper kêu mất",2,-1,1,-1
"chất_lượng sản_phẩm tot chất_lượng vải mát , cho trẻ nằm không lo bị nóng đâu nha . vải tốt lắm ạ , chưa giặt nên không bk như nào nhưng vải cx dày lắm nha các mom",2,2,-1,-1
"mẫu khoác kaki bụi_bặm chất_lượng cao , khóa đồng ykk chính hãng , cúc cao_cấp bền_bỉ , vải lót giữ ấm dày_dặn , 2 khóa sườn ykk tiện_dụng . áo có 3 màu để anh_em lựa_chọn nhé .",2,0,-1,-1
1 nhìu trang_bị dính,-1,-1,-1,-1
chất_lượng sản_phẩm chưa dùng thử đúng với mô_tả chính_xác cửa_hàng đóng_gói cẩn_thận . hàng giá rẻ nên để sử_dụng thử . nếu mọi thứ đều chấp_nhận được sẽ ủng_hộ cửa_hàng .,2,2,2,-1
"đẹp nha , giao hàng hàng nhanh , tư_vấn tốt , quạt nhỏ mà mát cực , còn chất_lượng thế_nào thì phải sử_dụng 1 tgian nữa",2,-1,2,2
kttk yowyiwywitei là một loài thực_tập văn truyện_cổ_tích dân_số năm là nó có sẽ là nó không có,-1,-1,-1,-1
"đúng với mô_tả dung màu_sắc kem chất_liệu vải chính hãng bị hàng và giao hàng hàng nhanh , đầy_đủ số_lượng , đeo lên mềm rất tốt nha mọi người",2,-1,2,-1
chất_lượng sản_phẩm dây sạc hỏng không vào điện mỗi dây sạc bị hỏng thôi còn mọi thứ đều tốt,0,-1,-1,-1
"giao hàng hàng nhanh , đóng_gói cẩn_thận . đủ đồ dù mình mua thập_cẩm các loại . giá_thành khá rẻ nên chất_lượng cũng tương_xứng thôi . tốt nha",0,2,2,-1
màu_sắc trắng đúng với mô_tả đúng chất_liệu cotton sản_phẩm đẹp lắm nheee pên mua nha mọi ng chất_lượng giá_cả phải_chăng 10 điểm,2,2,-1,-1
"giao hàng hài đúng như giao hàng hẹn , hàng giống_hệt nên mình cho 5 sao",1,-1,1,-1
"tôi nhận sách , nhưng không thấy bookcare như đã đặt , vui_lòng gởi bìa bao sớm cho tôi đẻ bao vào nhé . thanks",0,-1,-1,-1
"đi qsu nên mua , quạt ở ngoài nhỏ , dùng bền , nhưng mát không lâu lắm",2,-1,2,-1
"hàng tốt , giao hàng nhanh !",2,-1,2,-1
"sản_phẩm cao_cấp mà dùng nhanh hết pin quá , sạc đầy pin mà dùng chán",0,0,2,-1
"màu_sắc tất bẩn 24.01 khai_trương rộn_ràng ngập_tràn ưu_đãi sức_khỏe nhanh chân đến nhà_thuốc long châu mới và rinh về thật nhiều sản_phẩm chăm_sóc sức_khỏe với ưu_đãi siêu hời cả nhà nhé ! vô_vàn ưu_đãi đậm sâu chào_mừng khai_trương đang chờ đón ... duy_nhất trong 2 ngày đầu , tặng miễn_phí lacto biomin gold từ 8h trà thảo_dược kamigan 290ml chỉ 2.000 đ từ 17h giá siêu tiết_kiệm đến 25 các sản_phẩm dược mỹ_phẩm , thực_phẩm bổ_dưỡng bồi_bổ sức_khỏe ... đồng giá từ 49.000 đ các sản_phẩm thực_phẩm chức_năng , hàng tiêu_dùng sản_phẩm chăm_sóc sức_khỏe nhận ngay quà tặng cho hoá_đơn từ 150.000 đ ghé ngay nhà_thuốc mới thôn 16 , xã hải anh , huyện hải hậu , tỉnh nam định gần cầu chợ đền hải anh lưu_ý chương_trình khuyến_mãi chỉ áp_dụng tại cửa_hàng mới . số_lượng có_hạn , áp_dụng 50 suất lacto biomin gold trà thảo_dược kamigan 290ml ngày chi_tiết chương_trình khuyến_mãi vui_lòng inbox hoặc liên_hệ dược_sĩ tại cửa_hàng để được tư_vấn . nhà_thuốc long châu chuyên thuốc bệnh_viện đảm_bảo luôn đủ thuốc tư_vấn trực_tiếp qua hotline miễn cước 1800 6928 tìm nhà_thuốc gần nhất https bit . ly cuahanglongchau mua online , giao hàng nhanh trong 1h https nhathuoclongchau . com . vn nha thuô c longchâu đủthuốc giátốt chuyênthuốcđặctrị",0,2,2,2
fghjkkok,2,-1,-1,-1
tính_năng nổi_bật nấu nó hiện đèn chất_lượng sản_phẩm tạm đúng với mô_tả đúng khá là tốt đó . nma nên rửa sạch mùi trc khi sd cho an_toàn nha_mn,2,-1,-1,-1
"sách còn nguyên bọc , không bị móp méo . lần này tiki còn đề ở ngoài hàng dễ vỡ mặc_dù mình mua sách với sữa rửa mặt . truyện của nna thì khỏi bàn , nay lại còn săn được sale . rất hài_lòng , đây chỉ là bản bìa mềm , lần trước mua hộ bạn bản đặc_biệt bìa cứng đẹp hơn .",2,2,2,-1
"mua đúng dịp sale nên được giá rẻ , sản_phẩm_chất_lượng",2,2,-1,-1
"cửa_hàng đóng hàng kỹ và giao hàng đủ hàng , kinh_nghiệm cho các bạn đặt trên live sẽ được giảm_giá á còn không canh live được thì vào cửa_hàng vào mục video á mua trên đó cũng áp được mã giảm_giá mua rẻ hơn còn có mã free giao hàng",0,2,2,-1
sách mới hay,2,-1,-1,-1
chưa sử_dụng nên chưa biết thế_nào . . mà đặt màu xanh đen lại giao hàng màu hồng . . hajzzzz,0,-1,1,-1
tốt ban vua vai mat,2,-1,-1,-1
"mùi hương thơm nhẹ chất_lượng sản_phẩm tốt , mềm_mại , sạch_sẽ đối_tượng sử_dụng mọi loại da , da nhạy_cảm cũng có_thể dùng dùng thích lắm , mình mua để lau mặt mà lau xong vừa mát , sạch và thơm nữa . lau xong mặt mềm mịn hẳn ra mọi người nên mua nha giá cũng rẻ lắm ạ . 1 gói nhỏ gồm tầm 5 khăn , đáng tiền lắm .",2,2,-1,-1
màu_sắc nhiều màu chất_liệu vải đúng với mô_tả đúng cứ thử thôi quá hay luôn thấy cái bài hơi mỏng,0,-1,-1,-1
chất_lượng sản_phẩm không dính,2,-1,-1,-1
"hình_ảnh mang tính_chất nhận xu . đục lỗ yếu , mới ấn đã gẫy . khó dùng",0,-1,-1,-1
chất_liệu chat lieu coton mềm_mại thấm hút mồ_hôi tat giup tham mo hoi tot vao mua he hàng tốt lắm nha nên mua nha_mn,0,-1,-1,-1
"sản_phẩm y hình , rất mới . đóng_gói kĩ .",1,-1,1,-1
hình_ảnh chỉ mang tính_chất nhận xu . giá_như thế nên cũng không mong_đợi nhiều,0,1,-1,-1
"để đây cho mn đánh_giá hộ mình nhé . . cảm_thấy thất_vọng , mua 1 lần và chạy mất dép",0,1,-1,-1
quạt sạc hơn 8 tiếng xài được 2 tiếng nhắn_tin hỏi 1 đống thì tl kêu sạc lại đi sạc lại mà xài hơn chả ai rãnh nt hỏi cả ngta sạc 3 4lan vẫn z sạc hao điện mà xài chả ra sao mô_tả kêu 10000mha mức 5 sài được tận 16 tiếng z mà về sài không bằng phân_nửa tg của 5000 nhắn_tin thì trả_lời cho có . không đángg mua,-1,-1,-1,1
mùi hương không mùi nha chất_lượng sản_phẩm tốt đối_tượng sử_dụng mọi đối_tượng quá là xinh_xắn cho 1 bì 8 cái bì nhỏ như này . xài rất là tiện luôn nha,0,-1,-1,-1
nội_dung đơn_giản dễ hiểu .,0,-1,-1,-1
"sách hay , bìa đẹp",2,-1,-1,-1
"sách sịn ơii là sịn luônnn , bookcark với sổ tặng kèm không chê vào đâu được ?",2,-1,-1,-1
chất_liệu lưỡi dao to mình không nghĩ với tầm giá_như vậy_mà có được em máy_xay khỏe xay thịt khỏe và rất mịn một lúc xay được nhiều rất tiện_lợi nói_chung mình rất ưng được bảo_hành hẳn 1 năm luôn nên yên_tâm,2,1,-1,-1
riêng về sản_phẩm này thì tớ không ưng bằng lần đầu mua lần đầu đẹp lắm nhưng lần này hơi ấy mong cửa_hàng chú_ý,2,-1,-1,-1
"nên mua nha mọi người . xay đồ rất tiện , lại rẻ nữa . cửa_hàng đóng_gói hàng tốt , giao hàng hàng nhanh . sẽ quay lại ủng_hộ cửa_hàng các đơn tiếp_theo",2,2,2,-1
bản tái_bản bìa nhìn đẹp hơn và giấy cũng có vẻ xịn hơn . còn về nội_dung thì với mình quyển này thật_sự hay . mình đã đọc được quyển này 2 lần thì mình quyết_định phải mua về .,2,-1,-1,-1
sách đẹp đóng_gói cẩn_thận giao hàng hàng đảm_bảo,2,-1,2,-1
"dán vào được tí tự bong ra , miếng dán nhỏ không ôm được đáng_kể nữa nên không có tác_dụng . phần keo quá tệ",0,-1,-1,-1
đúng với mô_tả đúng với mô_tả ạ chất_liệu vải dày nha màu_sắc trắng tất đẹp lắm sẽ tiếp_tục ủng_hộ cửa_hàng,2,-1,-1,-1
"sản_phẩm quá tệ mua về dùng được mấy ngày thì hư , sạc rồi máy vẫn không lên nhắn_tin cho cửa_hàng thì không được hỗ_trợ gì , hỏi được câu rồi mấy ngày không rep .",0,-1,-1,0
"màu_sắc tranng đúng với mô_tả dung chất_liệu cotton vớ không quá dày cũng không quá mỏng , mang được , giá này mà chất_lượng này quá tốt",2,1,-1,-1
"ấm đẹp , thủy_tinh dày , đun nước sôi nhanh và tự ngắt . giao hàng hàng nhanh , đóng_gói cẩn_thận . rất đáng mua trong tầm giá rất ưng_ý nha",2,1,2,-1
"thiếu sổ_tay cửa_hàng ơi , thật_sự có ai bị thiếu quyển sổ như mik không ạ . buồn thật_sự",2,-1,-1,-1
"chất_lượng in và truyện ổn , có trang màu , có truyện kết_hợp . hay",2,-1,-1,-1
đúng với mô_tả cũng đẹp chất_lượng sản_phẩm cũng tốt đó nha,2,-1,-1,-1
"đã note ghi_chú nhờ cửa_hàng ghi lại giao hàng hàng ca sáng mà toàn đè ca chiều giao hàng , sản_phẩm bẩn ố , lỗi vẫn soạn gửi cho khách ,",0,-1,1,-1
"giao hàng lộn màu , đặt màu tím giao hàng màu xanh , sài thử thì mau hết pin , 1 phút mà đã tụt 2 rồi",1,-1,1,-1
"sách đẹp , tiki giao hàng hàng tốt không bị lỗi gì cả . đáng để mua á mọi ngưòi . mình mua đúng dịp sale nên còn có 49k . cũng may_mắn . hihi",2,2,1,-1
"chất_liệu mềm , hơi mỏng độ đàn_hồi co_giản tốt , đeo không ngứa màu_sắc_màu trắng mọi người nên mua ủng_hộ vớ của cửa_hàng này nha , combo 5 đôi mà mik mua có 38k à là quá rẻ lun rồi á mấy cửa_hàng kia mình mua combo 5 đôi mà gần 100 mấy á nói_chung cửa_hàng này 10đ không nhưng",0,2,-1,-1
"công_dụng tốt chất_liệu tốt được mỗi cái giao hàng hàng nhanh , đúng sản_phẩm . còn thì đóng_gói sơ_sài nhìn rất không ưng . thấy các đánh_giá khác sản_phẩm này có kèm tờ hướng_dẫn mà của mình không có . biết cửa_hàng khá nổi_tiếng trên tiktok và shopee nên lần đầu mua thử mà thấy mất cảm_tình ghê_á",2,1,2,1
"chất_lượng sản_phẩm tốt đúng với mô_tả đúng tính_năng nổi_bật tốt đau_đớn quá , đọc tin_tức xót quá mọi người ơi , đoàn gặp dông lốc và bị lật thuyền , hy_vọng sớm tìm được những người còn lại và đều bình an ! chúng_ta theo_dõi tin_tức , đi_lại cẩn_thận và tìm nơi an_toàn ngay lập_tức khi quan_sát tình_hình không ổn , đọc tin mà bão cứ chuyển_hướng đột_ngột mạnh không nè , nguy_hiểm quá ! xin sự bình an đến với chúng_ta !",2,-1,2,-1
quạt yeeus kiểu gì ý giá hơi chát mà quạt yếu lắm ý xong nó dính sốp ở nút có keo khó_chịu vãi,0,0,-1,-1
"giao hàng hàng nhanh , đóng_gói chắc_chắn , sản_phẩm_chất_lượng tốt ... ... ... ... ... .",2,-1,2,-1
sản_phẩm_chất_lượng kém . dán được 1 tí là bong rồi,0,-1,-1,-1
"cầm tay chắc_chắn sản_phẩm đúng 100 với hình_ảnh được cửa_hàng mô_tả nên mua dùng , rẻ mà đẹp và tiện_dụng .",2,2,-1,-1
"hàng giao hàng siêu nhanh , lần đầu mua của cửa_hàng mà rất ưng_ý , chất_lượng sản_phẩm tuyệt_vời",2,-1,2,-1
quạt nhỏ chạy êm và mát nha,2,-1,-1,-1
"quạt đẹp , mát , có 5 chế_độ từ yếu đến mạnh , thấy giá rẻ nhất , nên mua nha mọi người mái trước 9 tấm dài 8m1 mái sau 9 tấm dài 3m tấm 4 tôn thẳng 4 dem dài 2m chẻ làm 4 1 tấm 1m7 tôn thẳng 4 dem chẻ làm đôi svsusoaosns ếuusi síiskw",0,2,-1,-1
tối,-1,-1,-1,-1
tính_năng nổi_bật máy đánh mạnh đúng với mô_tả đúng chất_lượng sản_phẩm tệ máy nóng nhanh . đánh được 10 giây là nóng mọi người nên cân_nhắc khi mua . tiền nào của đấy thôi,0,1,2,-1
đúng với mô_tả hàng giao hàng thiếu sạc pin mà nhắn cửa_hàng không trả_lời . không có sạc thì dùng thế_nào ? !,1,-1,1,1
"tuy chx đọc nhưng sách đẹp , đóng_gói kĩ",2,-1,1,-1
"chất_lượng sản_phẩm tốt đúng với mô_tả đúng quạt số 5 là vừa luôn ý mức 1 2 hơi yếu mà rẻ có 33k thoi mà được quạt như này là quá đã luôn , mua đi đợi gì nữa",2,2,-1,-1
"lần đầu_tiên mình đánh_giá 1s cho 1 cửa_hàng nào đó . thật_sự quá tệ , xay lần đầu đổ nước vào còn chạy đến lần xay ớt tỏi thì chả được , quay còn không quay được , chạy thì ầm_ầm , nhắn_tin cửa_hàng thì câu_đầu còn rep câu sau nói sản_phẩm lỗi thì im luôn mặc_dù đang onl . xứng_đáng 1 sao !",0,1,-1,-1
không hữu_dụng,-1,-1,-1,-1
"ngoài cái giao hàng nhanh ra thì sản_phẩm bị lỗi ở cây đánh . cả 2 cây đều bị gỉ sét . nói tặng 4 đầu đánh gì đó mà nhận hàng không thấy , chỉ có tổng_cộng như hình chụp cuối .",0,-1,2,-1
"sách được bao_bọc kĩ_càng , giao hàng hàng nhanh nên hài_lòng",2,-1,2,-1
máy so với thị_trường đắt hơn mấy chục . chưa nói đến máy có tốt hay không nhưng cửa_hàng gửi thiếu đồ đúng cai cần nhất nt hỏi cửa_hàng cửa_hàng trả_lời kiểu có như_không,2,0,-1,1
vớ mỏng lét dưới có mấy gạch j qwertyuioplkjhgfdsazxcvbnm .,0,-1,-1,-1
sản_phẩm không dính đk đâu ạ về phí lắm chỉ đúng hình thôi chứ độ dính không có . mn cân_nhắc khi mua,0,-1,-1,-1
"đóng_gói chắc_chắn ạ e quên chụp máy r , đưa ba e sử_dụng ba khen lắm luôn mn ạ e thấy giá rẻ mn nên mua nhaaaa ba e dùng để xay bí_đỏ uống không bị lợn_cợn luôn",2,2,1,-1
"mặc rất đẹp , vừa_vặn , chất_liệu vải tốt",2,-1,-1,-1
"đóng_gói cẩn_thận , giao hàng hàng siêu nhanh cửa_hàng giao hàng hàng đủ , đúng hàng , sản_phẩm đẹp như hình . 5 saoooooo",2,-1,2,-1
"sạc thì lâu mà dùng được cỡ 10 15 phút là hết pin cho 3 4 lần đầu , mấy lần sau được cỡ 2 3 phút là hết pin , giờ sạc xong bật lên được cỡ 30 giây là tắt",-1,-1,0,-1
màu_sắc có màu kem nhưng nó hơi xanh chất_liệu cũng được hơi mỏng đúng với mô_tả ừm cũng được,0,-1,-1,-1
"mình mua của cửa_hàng cũng nhiều r lần này mua hẳn 4 hộp thì 1 hộp bên trong dính bẩn như ảnh và 1 hộp bị rách , 2 hộp còn lại có tình_trạng ướt có_thể là do thời_tiết mong cửa_hàng lưu_ý hơn",0,2,0,-1
"đúng với mô_tả chỗ xạc lỏng_lẻo , nút bấm bật tắt quạt khó",-1,-1,-1,-1
"nó có mùi rất kinh_khủng , dán vào góc giường cho em bé mà mình fai gỡ ra luôn vì không chịu được mùi của nó , keo dính chắc trên bề_mặt gỗ nhưng không dính trên miếng silicon ? ? ? làm cho việc gỡ ra quá mất_công chà_rửa góc giường . mình đã bỏ đi luôn rồi",2,-1,-1,-1
rộnh,-1,-1,-1,-1
"màu_sắc trắng chất_liệu vải đúng với mô_tả đúg với mô_tả 100 giao hàng hàng nhanh lấm luôn , giá rẻ mà sản_phẩm lại tốt nè , đúng sản_phẩm",2,2,2,-1
quảng_cáo viên pin 10000mah xong cho viên pin 300mah là sao,-1,-1,-1,-1
công_dụng đựng đồ chất_liệu nhựa không nỡ đựng vào cái túi nilong rồi dán đơn lên không sao lột ra được,-1,-1,-1,-1
kém ... . không dính ...,0,-1,-1,-1
"tất bị dính mực nhiều , vải mỏng lét , xấu không được dep cho lắm bị dính mực cả hai đôi nchung tệ",0,-1,-1,-1
chất_lượng sản_phẩm tốt đúng với mô_tả tốt mình đã mua hàng của cửa_hàng nhiều lần . cửa_hàng giao hàng hàng nhanh . chất_lượng tốt . giao hàng đủ hàng . lần sau lại ủng_hộ tiếp,2,-1,2,-1
chất_lượng sản_phẩm sản_phẩm kém chất_lượng bé nhà mình 13 tháng giật nhẹ vài cái là khóa bị gẫy . hầu_như không có tác_dụng .,0,-1,-1,-1
"độ bền tốt chức_năng tốt đã nhận được hàng , giao hàng hàng nhanh đóng_gói cẩn_thận . khoá chốt cài tủ rất chắc_chắn , mình sẽ quay lại mua tiếp",2,-1,2,-1
"giao hàng hàng nhanh , mays dùng tốt , dễ lắp_ráp . sẽ ủng họp cửa_hàng lần sau nhiều sản phámt khác nữa",2,-1,2,-1
"tính_năng nổi_bật hút bụi đúng với mô_tả đúng mô_tả chất_lượng sản_phẩm tốt lực hút mạnh , tay cầm_chắc , pin dùng lâu và ... . .",2,-1,0,-1
ưng cái bìa lắm lắm ?,2,-1,-1,-1
chất_liệu vải trắng màu_sắc trắng . đúng với mô_tả đúng với mô_tả cũng nói_chung_chung là bình_thường thôi không dày cũng không mỏng,0,-1,-1,-1
mua cổ cao giao hàng cổ vừa mua bao_nhiêu lần r vẫn nhầm cho được,1,0,1,-1
ấm nhỏ đun đk tầm lit 6 thôi . nhanh sôi với giá_thành mua rẻ hơn ngoài tiệm,0,2,2,-1
"sách đẹp , rất ưng , tiki giao hàng hàng nhanh . hôm_qua đặt hôm sau có luôn ? . sẽ mua sách của tiki dài_dài",2,-1,2,-1
"đúng với mô_tả đúng tính_năng nổi_bật quạt chất_lượng sản_phẩm tốt giao hàng hàng nhanh , hàng như hình , quạt êm và mát , tiện_lợi",2,-1,2,-1
"mình mua cho bố mà về mang không vừa , đến mình mang mà còn thấy chật , không co_giãn mấy",-1,-1,-1,-1
"sản_phẩm không hư_hại j , có vài lỗi chính_tả trong sách",0,-1,-1,-1
cửa_hàng đóng_gói hàng kĩ lắm nha . mua 100c cửa_hàng giao hàng đủ luôn . giá rẻ hợp_lí . có dán sẵn keo luôn rất tiện . nhìn v chứ bên ngoài bọc góc to hơn hình nha,1,2,1,-1
tốc_độ tốc_độ đánh ổn thiết_kế thiết_kế gọn chất_liệu bình_thường chân cắm que đánh bị lỏng,2,-1,-1,-1
đúng với mô_tả tốt chất_lượng sản_phẩm tốt to lắm luôn . giá rẻ quá . sẽ mua vài cái để trưng . mất điện quạt cho mát .,2,2,-1,-1
mua lúc sale cứ sợ sẽ cũ hay hư nhưng không sách tốt lắm ạ siêu êm luoonnn,2,2,-1,-1
đúng với mô_tả đúng chất_lượng sản_phẩm như hạch tính_năng nổi_bật có nóng nhưng ủi không được không đủ nhiệt,2,-1,-1,-1
"chất_lượng sản_phẩm tuyệt_vời đúng với mô_tả chính_xác bên ngoài đẹp , mát lắm nhoa , hàng tốttt",2,-1,-1,-1
"đúng với mô_tả tốt chất_lượng sản_phẩm tốt sản_phẩm tốt , quạt không quá mạnh , vừa phảii . mà s cái dây sạc tặng kèm mình sạc nó cứ lỏng lỏng không vào",2,-1,-1,-1
"sản_phẩm_chất_lượng , đóng_gói cẩn_thận , giao hàng hàng nhanh . nhân_viên giao hàng hàng nhiệt_tình . sẽ ủng_hộ cửa_hàng . hình_ảnh mang tính_chất nhận xu ạ",2,-1,2,2
giao hàng đủ số_lượng đã đặt . sản_phẩm đúng như quảng_cáo . sẽ ủng_hộ tiếp,1,-1,1,-1
"chất_liệu cotton đúng với mô_tả đúng mô_tả màu_sắc trắng giao hàng hàng nhanh , đóng_gói cẩn_thận chắc_chắn , giá rẻ mà đẹp , sẽ ủng_hộ cửa_hàng lần sau , năm sao nha .",2,2,2,-1
"săn đươ c quâ n đe_p , gia tô tôi đê chơi thê thao thi bi ha n chê ra ngoa i , thôi đa nh mong di_ch qua nhanh vâ y . đơ i di_ch ô n đi nh se mua thêm va i chiê c đê thay đô i . châ tôi lươ ng xư ng đa ng 5 , co điê u giao hàng bi trê he n so dư kiê n .",2,-1,2,-1
"chất_lượng sản_phẩm tot mùi hương không đối_tượng sử_dụng tất_cả giao hàng hàng nhanh , đóng_gói tốt , không có mùi hắc , đủ số_lượng , hàng y hình . rất hài_lòng nha",2,-1,2,-1
dán che mất camera trước và loa trước,-1,-1,-1,-1
"sản_phẩm_chất_lượng tốt , giá_cả hợp_lý . đóng_gói cẩn_thận , giao hàng hàng nhanh_chóng . tôi rất hài_lòng với sản_phẩm này , sẽ giới_thiệu cho bạn_bè . cảm_ơn nhà cung_cấp !",2,2,2,-1
"độ tuổi sử_dụng moi lua tuoi chất_lượng sản_phẩm không tốt sản_phẩm kém chất_lượng , độ dính không chắc . dán vào là bong ra . sẽ không bao_giờ mua hàng nữa !",0,-1,-1,-1
"chập cháy , mọi người nên tham_khảo kỹ trước khi mua , mình dùng lần thử 2 bật có 2 3 phút mà điện chập cháy két cả máy , không thỏa_thuận được phương_án giải_quyết với cửa_hàng , cửa_hàng yêu_cầu mua máy khác y_vậy rồi hoàn máy vừa_rồi , nhưng rất nhiều đánh_giá chập cháy và mình cũng bị",0,1,2,-1
chất_lượng sản_phẩm tốt đúng với mô_tả đúng tính_năng nổi_bật máy chạy tốt ngon bổ rẻ . máy dùng nhanh thích tốt z tuênn lợ,2,2,2,-1
đã nhận được hàng giao hàng hàng nhanh đã xử_dụng mấy ngày rất chi là tốt cond không biết bền không lại đợi thời_gian,0,0,2,-1
"giao hàng hàng nhanh , đóng_gói kỹ . sách khá hay , không chỉ giúp chúng_ta làm_việc hiệu_quả đơn_thuần , còn giúp chúng_ta tiết_kiệm năng_lượng hơn ở suy_nghĩ , tập_trung vào công_việc hơn .",2,-1,2,-1
"dùng tốt lắm mn ơi mình dùng 3 4 hôm r mới mò lên để viết đánh_giá nè . rất tốt nha , quạt mát lắm mà pin trâu nữa",2,1,-1,-1
sản_phẩm mềm nma dùng lên_mặt thì khá bị xù và lông xù dễ vào mắtt,1,-1,-1,-1
"sản_phẩm tuyệt_vời , đúng với mô_tả . giao hàng hàng nhanh_chóng , shipper thân_thiện dễ mến . chất_liệu sản_phẩm cao_cấp , đóng_gói tỉ_mỉ . nhận hàng nhanh_chóng , hài_lòng .",2,0,2,2
đóng_gói cẩn_thận giao hàng hàng nhanh sản_phẩm tuyệt lắm,2,-1,2,-1
đúng với mô_tả đúng chất_lượng sản_phẩm tốt hinh anh manh tinh chả nhận xu . quạt mua to hơn cái nay mi . b mua trc . quạt mát cod 5 mức_độ,2,-1,-1,-1
"sách được bọc gói rất cẩn_thận , giao hàng hàng rất nhanh .",1,-1,2,-1
"chất_lượng sản_phẩm rất tốt độ tuổi sử_dụng người_lớn rất thích sản_phẩm , đóng_gói cẩn_thận , tu van nhiet tinh , giao hàng hang nhanh , se ủng_hộ cửa_hàng nhiều",2,-1,2,-1
"mùi hương không mùi chất_lượng sản_phẩm tốt đối_tượng sử_dụng phù_hợp với mọi đối_tượng sản_phẩm_chất_lượng tốt , giá lại rẻ nữa mình không có gì để chê , cửa_hàng gói hàng cẩn_thận , giao hàng hàng nhanh , mọi người nên mua thử nha .",2,2,2,-1
không có con ốc r bắt bằng cái j đây cửa_hàng vận_chuyển hàng cái hộp rách_nát . cối thì móp máy thì mẻ như_vậy,0,-1,0,-1
"chất_liệu vải đúng với mô_tả có màu_sắc trắng tất mỏng_dính , dão đi 1 lần là vứt không nên mua phí tiền",0,1,-1,-1
hàng y hình đẹp lắm nhanh xôi lại rẻ nên mua mọi người nhé ủng hô cửa_hàng dài_dài,2,2,2,-1
giao hàng 2 thì hỏng 1 quạt yếu nhanh hết pin hảng về móp méo nói chung phí tiền tốt nhất không nên mua ai đặt thì huỷ đi nha,0,1,0,-1
đưa ra nhiều lời khuyên hãy cho cuộc_sống,-1,-1,-1,-1
